question_id,expected_answer,evaluation_rubric
4b749c4d-6e51-4c72-a2e4-e0418340a6a1,The app should teach the WHERE clause because it allows filtering rows based on conditions such as score greater than 80.,"{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
4b805b08-a5db-4cb2-8754-cf579784a3f5,"A clear, structured response mentioning key steps and rationale.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
4c04038f-bb98-42bb-925e-ee156b485a84,"Poor-quality features may fail to capture useful patterns, introduce noise, or misrepresent the problem, so even a strong algorithm cannot learn effectively from weak inputs.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
4c515526-952a-456c-a7bb-984439487b38,Conduction should be highlighted because heat travels through the solid metal spoon from the hot end in contact with the soup to the cooler handle.,"{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
4daab4aa-3989-44aa-b80f-e3cd9583ac89,Electric charge is a property of matter that causes electrical attraction or repulsion between objects.,"{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
4e4fa288-84e6-45c7-9e9d-4a5bdec15029,"Requirement clarity is important because it defines what data must be stored, how users interact with the system, and what outcomes the app must deliver, reducing rework and misalignment.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
501b5650-7eda-4aff-b19e-17da53807d1b,"The app should guide the learner through checking voltage source, continuity, current path, resistance, and whether the circuit is complete. Ohm’s law and basic circuit flow are key starting points.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
5165a9c3-03d1-4f4e-b786-22868912ca2e,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
51da859b-dfff-4c36-82e8-f414bb466bde,"A clear, structured response mentioning key steps and rationale.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
52ef96df-b07e-4d13-9d78-1275dbde0913,"Planning-oriented evaluation is valuable because it reveals whether the learner can explain the reasoning path and decision sequence, not just the final outcome.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
5395cc1b-ade9-4b13-b302-b51bd393b0ce,"They should understand file systems because applications depend on file storage, directory structure, naming, permissions, and persistence behavior to manage user data reliably.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
5396ea67-a58a-405b-a96b-a99f9d4dd9a9,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
53ecb54c-b4d8-4315-8056-b5738c37369d,"Routing decisions matter because data may have multiple possible paths, and correct routing helps packets reach the intended destination efficiently and reliably across interconnected networks.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
540713e0-15bb-4429-b92b-d168ad6b1b42,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
541a011d-d797-478d-9122-10f6315575ac,"A clear, structured response mentioning key steps and rationale.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
54295882-b4ac-40a3-ad2a-21049ddd04e0,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
543d4a42-52e1-4f06-a7cc-5d06be91df30,"Using Newton’s second law, acceleration = force divided by mass = 30/10 = 3 m/s^2. This means the cart’s velocity increases by 3 m/s every second in the direction of the net force.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
54c323c6-5e53-48a2-b07c-7b44d5aa243c,"The app should encourage checking data quality first, including schema consistency, missing values, unexpected categories, formatting issues, and duplicates, because many problems begin in the data rather than the model.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
553427f1-5e50-4926-bb59-ef48928edce2,"I would use Matplotlib and Seaborn for visualizing the results, as they provide powerful tools for creating a variety of plots and charts.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
55b47a51-c21a-4797-9b5a-0d59c32cad4a,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
5635ce4e-31b2-4f41-8cc2-9019edcc0782,"A stack should be recommended because opening brackets can be pushed when seen and matched in reverse order when closing brackets appear, which follows LIFO behavior.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
5641cb66-b9c0-43dd-af46-253bf3540af9,I would approach feature selection by combining domain knowledge with statistical methods to identify relevant features. This ensures that the selected features contribute meaningfully to the model's predictive power while maintaining interpretability.,"{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
56f01dc1-5167-475f-b932-072d3c1d98b6,"There are 5 total balls and 2 favorable blue balls, so the probability is 2/5.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
57c22fc8-dbb6-4627-a128-b78b161fa7fb,"A layered model is useful because it breaks complex communication into understandable responsibilities, helping learners see how each level contributes to sending and receiving data.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
5813c5ff-969a-4e9d-981d-ab33ce94faa5,I would implement a microservices architecture that allows for auto-scaling based on user demand. This ensures that the platform can handle peak loads efficiently while maintaining security and cost-effectiveness.,"{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
59d3d00e-7cd0-409b-863b-4daab3e02c8d,Inheritance allows a new class to reuse and extend properties or behavior from an existing class.,"{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
5a7a1a6e-c741-420e-94db-094016861cfd,"The app should recommend using a longer, stronger password or passphrase and ideally a password manager, because short simple passwords are much easier to guess or crack.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
5b108b61-e101-4715-b428-105ca576a558,"Maintenance is not just about bug fixing because real software also needs usability improvements, updates for changing needs, refinements based on feedback, and adaptation to new contexts.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
5c841e48-d151-4815-91d7-e4270b118e6d,"A variable name is the identifier used in code, the value is the actual stored data, and the data type defines what kind of data it can hold. For example, in int age = 21, 'age' is the name, 21 is the value, and int is the data type.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
5d2890d0-18a4-4c69-b88d-d97657b77c8f,"Linear search works on any list, including unsorted data, and is simple for small or one-time searches. Binary search requires sorted data but is much more efficient on large ordered collections.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
5d821637-91ac-4cd4-b319-1a0c7f6fa392,"Reflection is the bouncing back of light from a surface, such as seeing yourself in a mirror. Refraction is the bending of light as it passes between media, such as a straw appearing bent in water.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
5da2b81d-744f-4701-ba9e-62dc9cf0bd49,ORDER BY is used to sort query results based on one or more columns in ascending or descending order.,"{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
5dfc33aa-9233-4b46-9929-a05326d3b849,Meera is Riya’s daughter because Karan and Meera are siblings and Riya is Karan’s mother.,"{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
5ef7cc75-5fbd-4837-bfac-dada9c07d954,"Profit amount shows the absolute gain, while profit percentage shows gain relative to investment or cost. Percentage is better for comparing performance across items of different values.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
604ea365-f172-4596-aaee-ebcc4910838a,"A queue should be explained because it processes items in first-in-first-out order, which matches handling tickets in arrival sequence.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
6122f96c-5c6d-49eb-b638-ea312dd385e7,"The app should reinforce encapsulation, because object state should usually be protected and accessed through controlled methods rather than unrestricted direct exposure.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
61318bb6-ccf0-48b4-a183-43040fb5f439,"CI/CD is especially helpful because frequent changes can be integrated, tested, and deployed in a controlled repeatable way, reducing risk while enabling fast improvement of content and logic.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
61de8fa1-6687-48a9-bf61-d7091329cf04,"The app should introduce the idea that planning and requirement understanding come before coding, because unclear goals often lead to rework and confusion later.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
631e58f4-3eca-414d-9e29-a20060378fcd,"The animation can show potential energy decreasing as height decreases while kinetic energy increases as speed rises, demonstrating total mechanical energy transfer in an intuitive way.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
6359ce8c-c89c-4b90-b061-3bbe65176ad6,"The system should check clarity, grammar, polite tone, relevance, structure, conciseness, and whether the response directly addresses the prompt in professional language.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
6397c411-583c-49a8-a6e5-4fbb0d0d2606,A diagram showing electron transfer for ionic bonding and electron sharing for covalent bonding would help because it visually contrasts the core mechanism of each bond type.,"{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
63c7a394-f9b2-49f3-b9be-f02b94cca54b,"Structure a concise, evidence-backed response.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
6461405e-e36c-4589-8f30-6e9cda8d122d,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
64b49c65-8b19-4f89-b0fd-e0ae92ac0414,Labels provide the correct target outputs that the model learns to predict from input examples.,"{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
651fc119-256b-45c5-96f2-895c19d4a4f5,"I would profile the code to identify bottlenecks and then optimize those specific sections, possibly by using more efficient algorithms or data structures.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
65206280-aa78-403b-b2a0-aa516b71cf57,"A merely reactive agent responds to immediate inputs only, while an intelligent goal-directed agent considers objectives, context, and possibly future consequences when choosing actions.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
656bd6cb-3e4b-41c0-b633-db3bcdc5ff8b,"A clear, structured response mentioning key steps and rationale.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
65a6e0cf-078c-4b8e-9418-27a79e4dca51,"Containers are useful because they package each service with its dependencies, making behavior more consistent across development, testing, and production environments.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
65d25d7c-9ad3-4eb7-9a63-33e64752f58b,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
661efa69-205f-4265-a492-7973bf969724,"Logs are detailed event records about what happened in the system, while metrics are numerical measurements that summarize system behavior such as latency, CPU use, or error rates.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
69a8aabb-4121-478b-b09c-b79b302d0d83,This fits unsupervised learning because the goal is to discover underlying structure or groups in unlabeled behavior data rather than predict predefined classes.,"{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
6b7f32cd-26c7-4ec1-bb5a-748b4867e9de,"The question should ask which users need which level of access and why, testing whether the learner can limit permissions to only what is necessary for each role rather than granting broad access by default.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
6ba1a750-ae1f-4a63-9931-a349116f2f06,"The app should introduce JavaScript event handling and DOM manipulation, because button clicks trigger events and JavaScript can update page content dynamically in response.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
6c05cb13-028c-44bb-ac17-a8162c94d876,Recursion is a technique where a function solves a problem by calling itself on a smaller version of the same problem until a base case is reached.,"{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
6d194f22-448c-4c7c-8db8-53deeabc74ac,"They can be more efficient because threads share resources and support concurrency, but they are harder to write correctly because shared memory can cause race conditions, synchronization bugs, and unpredictable behavior.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
6d7a7eec-d0d2-40d1-b147-9f952c6525e1,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
6d878fc3-e1e5-4ab2-83d5-ed5300d2ba00,"I would use Dask or similar libraries to handle large datasets efficiently, and I would also consider processing the data in chunks to manage memory usage effectively.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
6ec21106-08dc-4bad-98cd-97a975a2815d,"I would evaluate the model's performance using multiple metrics such as accuracy, precision, recall, and F1-score to get a comprehensive understanding of its effectiveness, especially since this is a classification problem.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
700cebd6-0ebb-457f-a170-0b73671008cf,Work done is the product of force and displacement in the direction of the force.,"{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
70914fc4-de59-4e4f-bcc9-1370f4874f0a,The app should point out that a pie chart is not ideal for showing changes over time. A line chart or bar chart would better represent monthly trends.,"{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
70a5b9b5-51e0-4ac1-ba56-39dfb148221b,"For detecting rare events like fraud, I would prioritize recall to ensure that we capture as many fraudulent transactions as possible, while also considering the F1-score to balance precision and recall.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
70c77941-8349-466c-a112-f041c8b863b5,"Coordinate geometry helps calculate distances between user and center locations, compare proximity, and optionally estimate slope or directional relations when visualizing routes.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
70f91ca5-842f-41cb-bcff-77bf0166a3f3,DNS translates domain names into IP addresses so devices can locate the correct servers on a network.,"{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
7165f8af-854d-4073-bf0d-f050ca8e512f,"Feature engineering can be as important as model choice because the representation of input data strongly influences what patterns the model can detect. Well-designed features can make useful structure visible, while poor features can hide it.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
71b61e59-dcd8-4ded-82a9-032477ae3462,"A directly stated fact is explicitly written in the passage, while an inference is a conclusion the reader draws using clues from the text.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
71febc45-8f79-44db-ac31-1e1a16b55072,"Electrons occupy shells around the nucleus, and the number of electrons in the outermost shell affects bonding and reactivity. Atoms with nearly full or nearly empty outer shells tend to react to reach stability.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
72442891-9508-46fd-b0b1-2be71cf82a24,"Planning-based questions are useful because they reveal whether the user can sequence actions, anticipate consequences, manage tradeoffs, and move systematically toward a goal rather than just recall isolated facts.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
733e41b9-863d-43c4-8582-4bb177ea2016,"A file system organizes, stores, retrieves, and manages files and directories on storage devices.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
7396f959-b505-47fb-abd7-9faea857072c,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
73a43a67-1bc5-4245-97b8-51b482ea4518,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
73a7d572-a265-4fc3-9e6b-0b38ca58ab19,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
7449f165-145c-4b44-b034-69bd946bb0cb,"The app should build toward ORDER BY for ranking, aggregate functions if needed, and possibly window functions later for advanced leaderboard handling. At the basic level, sorting and filtering are the first steps.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
74912736-27f3-4772-a601-63b163ad64ef,It is risky because two variables moving together does not prove that one causes the other. Other hidden factors or coincidence may explain the pattern.,"{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
75ef252d-5684-467e-b7de-9fe50b34fa41,"An if statement makes a decision once based on a condition, while a loop repeats a block of code as long as a condition or iteration rule requires it.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
785c84eb-5fee-40d0-9f0d-9de3144d7a5c,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
790480a9-6276-4d7c-b394-f8f67d864b87,"Semantic structure matters because it shows whether the candidate understands maintainable markup, accessibility, and content organization, which are important in professional frontend work beyond visual styling.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
7a077ce1-5753-44d1-98a8-320710adf103,"Requirement quality is especially important because poor schema and retrieval requirements can lead to unusable tagging, weak search relevance, and inconsistent evaluation logic across the system.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
7a2c5477-5874-4c23-addd-ef6af7b8a1a0,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
7ad63977-0599-4fb7-9b47-4661e27362b7,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
7b8ed734-acca-40f7-9343-7897fbb00db3,"Planning considers future steps and goal achievement over time, while immediate reaction focuses only on the current moment without a broader action sequence.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
7bc47cf9-c202-43f5-ab3f-909fff165d3e,Polymorphism allows the same interface or method name to behave differently depending on the object using it.,"{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
7bc71a9b-fafc-4fd4-8866-a863d3a2bb5c,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
7c0c09b4-c537-4adc-964b-16bacb36bdaa,"Authentication verifies who a user is, while authorization determines what that user is allowed to access or do.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
7c914c75-afe8-4305-bf36-2814f382f431,"Structure a concise, evidence-backed response.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
7cab104f-5526-4a25-9637-292bde090fdb,"Cleaning should be a core step because merged data often contains missing values, duplicate records, and inconsistencies that can distort insights and recommendations if ignored.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
7d3cdac8-fea4-4a72-9b4a-7762b4bd91dd,"Making every attribute public reduces control over object state, increases coupling, and makes it harder to protect data integrity.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
7e024dec-daa9-4216-9af0-cdf393eb4519,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
7ef087ac-4b94-46a0-86c0-c9365669797c,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
7ff75798-b495-4103-ad43-4817205e4770,"The app should introduce fairness, waiting time, response time, throughput, and starvation risk, showing that scheduling is about multiple tradeoffs rather than speed alone.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
808ce609-02c2-4ce3-812c-58b67c8692c5,"To ensure that my model is not overfitting, I would use cross-validation and monitor its performance on a validation set to check for discrepancies between training and validation accuracy.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
80cd0361-3e08-4ef4-822a-cae51dee0e33,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
81ef7bbe-b3a8-4367-a6f6-ac753e86468d,"The app should explain that a switch mainly forwards data within a local network, while a router connects different networks and decides where packets should go next.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
8268b5e3-3cf8-477d-b5fa-beae03930ffd,"The app should highlight redundancy and update anomalies, because repeating mentor information across many rows can cause inconsistency and make maintenance harder.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
833d7448-6838-4d2b-823c-58b1a5f4f59e,A router forwards data packets between different networks and helps determine the path they should take.,"{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
834fda2b-5103-42cb-b3ae-991f46608ed7,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
839bdb0c-901f-4fe3-8f7d-a3979c2b8ecb,"Error analysis is crucial as it allows us to identify specific areas where the model is underperforming, which can guide us in making targeted improvements.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
83e1c479-f57d-4c8d-a000-eb4ad6c4bdf1,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
83fe5f9e-8bb8-4859-ae58-a8b0c5b9dfbb,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
840db862-67b1-45e4-bb17-e80530757160,"Hello [Name], I would like to request a brief meeting to discuss the current project delay and possible next steps. Please let me know a convenient time for you.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
84a2c665-6c1c-450a-bf2a-5d2215c1bb28,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
859638a9-3141-4caf-8b1b-5ea365edadef,"Linear search can still be practical for very small lists, unsorted data, or one-time searches where the overhead of sorting or more complex logic is not worth it.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
860fff5d-418a-495d-a8e5-15b3b41c5687,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
868fd54b-f6be-4fbb-aef3-f1e2a4c0ca8b,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
86c5de6a-2dc1-40f2-bf14-3e38707f709e,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
86cfb503-c172-4874-9718-c851f3e9a224,A feature is an input variable or measurable property used by a model to learn patterns and make predictions.,"{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
86e7b305-a3bd-43e1-adaf-d85fe174ad56,"A class diagram helps by showing the system’s main entities, their attributes, behaviors, and relationships, which supports structured design and communication.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
86fca5e0-069f-45e8-af38-15e0b628d211,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
86ffdfe1-349c-4672-9911-0225db43f98c,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
877f1375-2f28-4f1c-b4de-a1e7027bd100,Redundancy improves reliability by providing backup components or duplicate resources so the system can continue operating even if one part fails.,"{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
87c80c15-bca5-4a3f-97ee-8dcb22ddf48e,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
882dd721-9523-4674-b4fa-35c4f0e594bd,"Reusing the same password is risky because if one account is compromised, attackers may try the same password on other services, causing wider account exposure.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
88607ec0-7268-48e5-a107-ff6c44d64099,"A Vehicle class can be a base class, while Car and Bike are derived classes that inherit common properties such as speed or color.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
88a1bf1e-eb54-488a-b18d-d6d452a8745e,"The app should encourage trend reading over time, comparing performance across periods to see whether scores, completion rates, or engagement are improving or declining.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
89d0855c-d838-42b5-be64-41bdc2f6ac30,"The app should introduce transactions and atomicity, because related changes should be handled as one complete unit so partial updates do not leave the data inconsistent.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
8a41c9d8-cf74-4dd7-9002-dd7856e1a21a,Both bubble sort and selection sort can still perform many comparisons in their simple forms.,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
8acfd20b-0c1e-4941-aae3-b8cd369cd29a,"Trees model hierarchical relationships well, so folders, subfolders, and files can be represented as parent-child structures in a natural way.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
8b11c8e0-8639-4bfa-bb16-8ae862e17b59,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
8c601f54-d7db-4113-8508-dc8b3fb0ad06,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
8d18d3be-12bd-44f3-8cbb-00e2cf1e2dba,"A clear, structured response mentioning key steps and rationale.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
8d5587c8-7ef3-40e1-abc5-84e5fc223ee8,"A clear, structured response mentioning key steps and rationale.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
8da231be-4969-4b7b-8f74-3c36dc78e089,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
8dab4c71-f2e8-4384-9797-e242bb2570c2,Encryption is the process of converting readable data into a protected form so only authorized parties can understand it.,"{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
8df82ac4-5fb0-4361-a9ba-4f4c9a3d98c4,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
8df9b715-6353-4ae4-9663-206b4e87f82c,"Updating the DOM means changing the content, structure, or attributes of elements on a webpage through script or browser logic.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
8f8e876e-221e-4088-ab52-45578285bf6e,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
8fd43b59-c14a-42a9-9a96-2b867462f5f3,"They should understand phishing because users may trust system emails, so communication design, verification cues, and security awareness are essential to prevent impersonation and abuse.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
9007a77b-60ce-497a-9697-848bc89105f1,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
90c3ab5a-e865-4cfe-8ed8-ef966576e00c,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
90dd0424-7c15-46bf-9753-66aa3a5fd691,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
91ae6786-e519-41d0-a200-78c9926fa0fc,"Automated testing in the pipeline is important because it catches regressions early, increases release confidence, and reduces the chance of pushing broken changes to users.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
91e09906-a184-4a9b-aee3-0c1439583278,"It should avoid a single-cause assumption because many factors could influence engagement, such as seasonality, interface changes, communication timing, or data collection differences. Careful analysis is needed before concluding the feature caused the drop.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
93062ae6-22f6-400c-a87e-4cd4eb27d868,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
93212b9f-a78e-438d-8a5e-ea027873dd13,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
93626fb9-0b88-4024-9422-63dfb15064fb,"Monitoring is important because it helps teams observe system health, detect problems, and respond before users are heavily affected.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
93841017-9c5b-4a23-a8d5-1d6aed369bc5,"If an AI model's predictions are consistently inaccurate, it is important to gather user feedback, evaluate the model's performance, and check the quality of the data being used. This can help identify the root cause of the inaccuracies and inform necessary adjustments.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
944ed04c-7215-4ceb-aed9-87f67ab3caab,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
9474a784-63bc-4897-a140-73906671c634,"Automation can improve security and reliability because repeatable scripted processes reduce manual mistakes, enforce standard steps, and make deployments and operations more predictable and auditable.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
95196a1a-584e-4be3-9fd4-8a83cc551882,The lagging predictions could be due to the model not capturing seasonal patterns effectively. I would improve the model by incorporating seasonal indicators and lagged variables to better align predictions with actual sales.,"{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
9529a576-d452-43b8-8a02-8123e03ac86c,"The app should suggest slowing down to identify topic sentences, repeated ideas, and concluding lines to better capture the main idea before making inferences.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
956f5a8b-dcbc-4b1e-bd07-305541acc947,A boolean stores true/false values.,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
95817abd-3fd7-45a3-adf7-755c159df58c,"An organization may choose hybrid cloud to balance flexibility and control, keeping sensitive workloads private while using public cloud resources for scalability or less sensitive services.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
95b505e0-30be-4e53-a9ba-f9714e375894,"To ensure that an AI model remains compliant with data privacy regulations, it is essential to implement data anonymization techniques and obtain user consent before processing personal data. Regular compliance audits should also be conducted to ensure ongoing adherence to regulations.","{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
95f15959-1f8d-4bd6-bd84-1bbcbfd4b680,,"{""criteria"": [""Correct and clear answer""], ""scoring"": ""rubric""}"
9600ec1a-ac5f-4680-857f-4d78251039a9,The main idea is the central point or overall message that the passage is trying to communicate.,"{""criteria"": [""Correct and thorough answer""], ""scoring"": ""rubric""}"
